id,player_id,group_id,start,end,current,playing
1719,725,156,2013-06-01,2013-07-31,f,t
1722,757,156,2013-01-05,2013-03-01,f,t
1723,1813,156,2012-10-24,2013-01-02,f,t
1724,2170,156,2012-09-17,2013-01-02,f,t
1725,1192,156,2012-09-08,2013-01-02,f,t
1831,29,135,2013-08-01,2015-05-03,f,t
1727,3636,156,,,f,t
1728,2485,156,,,f,t
1729,952,156,2012-07-19,,f,t
1730,1046,156,2012-06-10,,f,t
1731,1815,156,2012-10-17,,f,t
1732,4055,156,,,f,t
1733,716,156,2012-06-10,,f,t
1734,4063,156,2012-06-10,,f,t
1735,448,156,2012-06-10,,f,t
1736,274,156,2012-08-05,2012-09-05,f,t
3596,229,207,2015-02-06,2015-12-14,f,t
3595,8719,207,2015-01-31,,f,t
1556,1783,21,2012-11-20,2016-01-15,f,t
3594,9416,207,2015-01-31,2016-01-08,f,t
1686,50,22,2013-05-30,2014-01-11,f,t
1635,191,89,2013-04-24,,f,t
1720,519,156,2013-06-01,,f,t
3476,9010,144,,,f,t
1639,1517,9,2013-03-13,2016-10-18,f,t
1654,580,135,2013-05-13,2014-05-13,f,t
1737,1708,9,2013-06-26,2016-10-18,f,f
1685,4720,27,2013-05-04,,f,t
1689,4734,105,2013-04-26,2016-11-18,f,t
1626,764,149,2012-07-30,,f,t
1690,1819,40,2013-06-05,,f,t
3478,9087,144,,2017-01-06,f,t
1628,1026,149,2012-02-11,,f,t
1679,799,154,2012-12-27,2017-02-02,f,t
1629,4172,149,2012-12-29,,f,t
1585,441,140,2013-03-29,,f,t
1586,1818,140,2013-03-29,,f,t
1643,1817,140,2013-04-26,,f,t
1697,4740,155,2013-06-04,,f,t
1695,2155,155,2013-04-10,,f,t
1696,1884,155,2013-04-26,2013-04-30,f,t
1702,4751,155,2013-06-04,,f,t
1748,1214,157,,2013-07-10,f,f
1753,2213,31,,2012-07-07,f,t
1754,420,31,,2012-01-07,f,t
1756,884,54,2012-03-22,2012-07-11,f,t
1757,884,78,2011-12-13,2012-03-22,f,t
1758,2049,57,2012-10-15,2013-08-16,f,t
1760,118,111,2013-07-10,2013-09-18,f,t
1766,3207,83,2012-01-08,2012-10-16,f,t
1767,987,83,2011-12-08,,f,t
1768,910,83,2011-10-08,2012-10-16,f,t
1769,2221,83,2012-03-07,2012-10-16,f,t
1770,4267,83,,2012-10-16,f,t
1771,3310,83,2011-10-08,2012-10-16,f,t
1772,1655,83,2012-03-07,2012-07-01,f,t
1773,3860,83,2011-10-08,2012-06-01,f,t
1774,3876,83,2012-02-13,,f,t
1775,2979,83,2012-01-31,,f,t
1776,4030,83,2012-01-13,,f,t
1777,3188,83,2011-10-08,2012-01-09,f,t
1778,2714,83,2011-10-08,2012-01-09,f,t
1779,3459,83,2011-10-08,2012-03-02,f,t
1780,533,83,2011-10-08,2012-03-02,f,t
1781,1873,83,2011-10-08,2012-03-02,f,t
1782,3207,6,2012-10-16,2013-08-07,f,t
1783,5121,6,,2013-08-07,f,t
1786,1093,158,2013-07-14,2013-08-03,f,f
1790,4491,158,2013-07-14,2013-08-03,f,t
1797,220,14,2013-07-18,,t,f
1800,292,160,2013-04-28,2013-08-18,f,t
1801,769,160,2013-04-13,2013-08-18,f,t
1830,2006,4,,2013-07-31,f,t
1854,5261,143,2013-05-14,2013-08-22,f,t
1865,4816,150,2013-08-07,,t,t
1864,5103,150,2013-08-07,,t,t
1863,5262,143,2012-10-25,2013-04-29,f,t
1869,1525,13,,2013-08-31,f,t
1701,4750,141,,2013-07-10,f,t
1827,505,4,2013-07-31,2013-11-01,f,t
1820,5203,4,,2013-11-01,f,t
1808,1792,161,,2013-11-05,f,t
1807,4848,161,,,f,t
1811,1816,161,,,f,t
1806,4845,161,,,f,t
1785,910,158,2013-07-14,2013-08-01,f,t
1789,3425,158,2013-07-14,2013-08-01,f,t
1805,697,161,,,f,t
1738,1566,1,2013-06-27,2013-11-03,f,t
1804,706,156,,2013-07-22,f,t
1845,1663,20,2013-08-18,2013-12-31,f,t
1828,1682,7,2013-07-31,2013-12-23,f,t
1824,1950,11,,,f,t
1826,458,1,2013-07-31,2013-11-03,f,t
1829,203,4,2013-07-31,2013-12-25,f,t
1784,1718,104,,2014-01-01,f,t
1871,5202,64,,2014-01-08,f,t
1699,321,38,2013-06-10,2014-01-16,f,t
1817,3648,27,2013-07-02,2013-12-30,f,t
1713,4733,3,2013-06-23,2014-01-30,f,t
1837,245,39,2013-08-10,2014-02-09,f,t
1810,4728,161,,2013-09-17,f,t
1788,2153,158,2013-07-14,2014-02-18,f,t
1798,1656,159,2013-07-20,2014-03-09,f,t
1764,25,14,2013-07-10,2014-03-11,f,t
1841,2049,114,2013-08-16,2013-12-26,f,t
1717,655,156,2013-05-01,2014-03-16,f,t
1704,2253,57,2013-05-01,2013-12-07,f,t
1846,292,163,2013-08-18,2014-04-04,f,t
1848,363,163,2013-08-18,2014-01-01,f,t
1708,2140,57,2013-05-01,2013-12-20,f,t
1715,5002,3,,2014-05-27,f,t
1860,365,143,2013-08-22,2014-05-30,f,t
1834,161,162,2013-07-05,2013-12-03,f,t
1835,761,162,2013-07-05,2014-05-31,f,t
1836,1308,162,2013-07-05,2013-12-06,f,t
1850,757,156,2013-08-23,2014-06-03,f,t
1741,1714,64,2013-06-27,2014-01-01,f,t
1742,2138,64,2013-06-27,2014-01-01,f,t
1743,2219,64,2013-06-27,2014-01-01,f,t
1858,4073,143,2013-08-21,2014-06-05,f,t
1703,4749,155,2013-04-10,2013-09-19,f,t
1752,955,31,,2014-05-01,f,t
1842,915,114,2013-08-09,,f,t
1744,75,147,2013-06-27,2014-07-31,f,t
1803,241,156,,2014-02-02,f,t
1755,589,156,2013-07-01,,f,t
1838,2107,156,,,f,t
1716,237,156,2013-06-20,,f,t
1721,1233,156,,,f,t
1739,4455,150,2013-06-27,2014-08-20,f,t
1866,48,26,2013-09-01,2014-09-03,f,t
1759,5031,1,2013-07-07,2013-11-03,f,t
1740,4595,150,2013-06-27,,f,t
1843,5265,1,2012-02-13,2014-10-14,f,t
1934,5485,58,2013-09-12,2014-03-06,f,t
1566,383,144,2013-03-24,2013-10-19,f,t
1570,4491,144,,2013-10-19,f,t
3480,5169,144,,2013-09-09,f,t
1951,4659,89,,,f,t
1879,219,39,2013-09-06,,t,t
347,242,56,2010-11-15,,f,t
1884,1093,165,2013-08-03,2014-04-29,f,t
1906,4504,166,,,f,t
1915,202,167,2013-09-15,2015-01-22,f,t
1793,4277,94,2013-04-11,2013-08-23,f,t
1916,2477,167,,2014-01-03,f,t
1897,437,105,2013-09-01,2015-04-28,f,t
1924,1660,35,2013-10-01,2015-04-24,f,t
1967,5608,171,2013-06-13,2014-11-13,f,t
1987,1625,168,2013-11-05,2015-05-28,f,t
1981,1792,45,2013-09-17,2015-06-07,f,t
1875,115,19,2013-09-01,2014-05-21,f,t
1893,5074,39,2013-09-09,,t,t
1911,1655,135,2013-09-23,2015-07-08,f,t
1896,1077,159,2013-07-19,,t,t
1992,1135,174,2013-07-09,2015-08-08,f,t
1898,446,68,2011-01-16,2011-07-19,f,t
1995,4564,174,2013-07-02,2015-08-08,f,t
1909,1018,166,2012-08-24,2013-09-09,f,t
1910,2197,166,2013-01-28,2013-05-07,f,t
1476,348,136,2012-10-15,2013-05-30,f,t
97,1685,10,,2013-09-26,f,t
910,124,12,2012-08-16,2013-09-26,f,f
147,722,15,,2013-10-01,f,t
1255,1974,15,,2013-10-01,f,t
1280,1692,15,,2013-10-01,f,t
1823,5011,11,,2015-12-16,f,t
1862,1900,143,2013-08-21,,f,t
1762,1412,111,,,f,t
1833,3277,36,,,f,t
1907,575,166,2013-09-13,2016-08-13,f,t
1891,1018,39,2013-09-09,,f,t
1825,2575,11,,2016-10-18,f,t
1899,63,10,2013-09-16,2016-10-18,f,t
1870,186,12,2013-08-31,2016-10-18,f,t
1802,5063,9,2013-07-22,2016-10-18,f,f
1792,4372,94,,,f,t
1818,200,33,2013-07-23,,f,t
1917,5058,167,,,f,t
1919,5455,167,,,f,t
1861,1909,143,2013-08-21,,f,t
1812,5192,161,,,f,t
1813,1214,161,2013-07-10,,f,t
1746,379,157,,,f,t
1747,4055,157,,,f,t
1903,4507,166,2012-07-10,,f,t
1904,4732,166,2013-05-07,,f,t
1905,3347,166,,,f,t
1908,1810,166,2013-05-07,,f,t
1761,4709,111,,,f,t
1849,4370,163,2013-08-18,,f,t
1895,4349,159,2013-07-21,2018-01-29,f,t
1852,5260,155,2013-08-07,,f,t
1923,5459,135,,2018-04-05,f,t
1840,4402,135,2013-08-14,2018-03-08,f,t
1619,1832,15,,2013-10-01,f,t
1928,1694,1,,,f,t
325,294,49,,,f,t
1590,3871,64,2013-04-03,2013-10-05,f,t
1952,594,145,2013-05-25,2013-10-08,f,f
1953,594,46,,2013-03-07,f,f
770,75,94,2012-05-07,2012-06-27,f,t
1706,4707,57,2013-05-01,2013-10-14,f,t
278,317,39,,2013-10-17,f,t
1646,238,151,2013-05-07,2013-10-17,f,t
1530,4327,141,2013-02-24,2013-07-10,f,t
1533,1447,141,2012-04-19,2013-07-10,f,t
1949,5445,169,2013-08-21,2013-10-23,f,t
51,1480,4,,2013-11-01,f,t
1819,5007,4,,2013-11-01,f,t
344,244,55,2012-03-12,2013-11-14,f,t
1073,1058,111,,2012-07-02,f,t
1979,790,173,2012-07-10,2013-05-14,f,t
345,256,55,,2013-11-14,f,t
1960,722,12,2013-10-15,2014-09-25,f,t
1986,1165,173,2011-11-08,2012-07-30,f,t
257,1625,36,,2013-11-05,f,t
346,653,55,2012-09-12,2013-11-14,f,t
1994,4520,174,2013-07-19,2013-10-05,f,f
2004,5867,174,,,f,f
2005,1287,174,,2013-09-01,f,f
2011,3461,175,,2012-04-10,f,f
2012,1192,175,2012-02-19,2012-05-19,f,f
2013,778,175,,2012-05-19,f,f
1938,1811,168,2013-09-03,2013-11-03,f,t
1926,2004,15,,2013-12-13,f,t
1918,348,167,,2013-12-11,f,t
1876,2211,13,2013-09-01,2013-12-20,f,t
1886,481,165,2013-09-01,2013-12-23,f,t
1880,4738,41,,2013-10-01,f,t
1872,1652,17,2013-09-01,2014-01-02,f,t
1935,1283,104,2013-08-20,2014-01-01,f,t
1888,5302,165,2013-08-09,2014-01-02,f,t
1933,932,58,2013-09-12,2013-10-31,f,f
1963,350,170,2013-03-13,2014-01-14,f,t
1956,4392,39,2013-10-14,2014-01-16,f,t
1892,5169,39,2013-09-09,2014-01-17,f,t
1877,4350,148,2013-05-24,2014-02-20,f,t
1873,2573,17,2013-09-01,2014-02-06,f,t
1890,4491,165,2013-08-09,2013-10-19,f,t
1874,1394,17,2013-09-01,2014-02-02,f,t
1990,433,172,2013-10-30,2014-02-22,f,t
1929,274,156,2013-10-01,2014-02-26,f,t
1993,4521,174,2013-07-19,2014-03-09,f,t
1973,1695,3,2013-10-31,2014-04-11,f,t
1881,165,165,2013-09-06,2014-03-23,f,t
1965,970,131,2013-03-30,2013-11-01,f,t
1944,998,169,2013-09-26,2014-02-21,f,t
1980,5059,173,2013-03-29,2014-08-20,f,t
1957,4750,39,2013-10-14,2014-06-14,f,t
1947,2452,169,2013-07-05,2013-09-19,f,t
1912,4932,135,,2014-07-04,f,t
1901,5172,114,2013-09-17,,f,t
1902,2288,114,2013-09-17,,f,t
1665,2552,39,2013-05-19,2013-10-16,f,f
1937,716,168,2013-09-03,2013-12-30,f,t
1939,5129,168,2012-05-27,2014-04-01,f,t
1943,5199,168,2013-03-03,2013-12-30,f,t
1941,810,168,2013-09-03,,f,t
1694,4198,34,2013-02-12,2014-08-11,f,t
1882,656,165,2013-08-03,,f,t
1885,3166,165,2013-08-03,,f,t
1955,4707,39,2013-10-14,2014-08-14,f,t
1961,5585,142,2013-10-01,2014-08-16,f,t
1920,1332,45,2013-09-26,,f,t
1894,590,159,2013-07-24,2013-12-01,f,f
1999,5748,174,2013-10-26,2013-11-15,f,t
1989,213,172,2013-08-14,2014-09-30,f,t
1969,5607,171,2013-09-07,,f,t
2000,5405,174,2013-08-10,2014-09-05,f,f
1921,5196,45,2013-09-17,2014-09-18,f,t
2014,484,175,2012-05-19,2013-01-29,f,f
2015,368,175,,2013-01-29,f,f
2016,706,175,,,f,f
2018,439,175,2012-04-10,2013-01-29,f,f
2122,5032,3,2013-05-29,2014-04-10,f,t
3481,5600,144,,2014-05-20,f,t
3483,1250,144,,,f,t
2034,565,176,,,f,t
2035,589,176,2013-05-28,2013-07-10,f,t
3484,4382,144,,,f,t
3485,4384,144,,2012-12-17,f,t
2121,4590,172,2013-12-18,2014-11-01,f,f
2070,2555,178,2013-04-04,,f,t
2050,826,136,,,f,t
2051,990,136,,,f,t
1930,4331,140,2013-04-08,2013-11-03,f,t
2064,747,39,2013-11-28,2015-01-22,f,f
2032,4277,176,2013-09-03,2014-06-06,f,t
1787,4388,158,2013-07-14,2013-08-01,f,t
2062,5881,157,,2013-07-27,f,t
1063,87,1,2013-01-07,2013-11-24,f,t
2153,4495,34,2013-12-27,2014-11-04,f,t
1349,270,128,2013-01-21,2013-12-01,f,t
2105,4749,181,2013-09-01,2015-04-13,f,t
2029,4948,176,,2015-01-30,f,t
2021,4845,45,2013-09-17,2014-09-19,f,t
698,312,67,,2013-12-06,f,t
2055,697,45,2013-09-17,,f,t
1927,51,105,2013-10-01,2015-08-31,f,t
3482,2994,144,,2014-05-01,f,t
1968,5464,171,,2015-10-17,f,t
1959,4714,39,2013-10-14,2015-12-02,f,t
2054,1811,140,2013-11-03,2014-03-27,f,t
1972,5637,156,,,f,t
1962,19,170,2013-03-13,2016-03-05,f,t
3486,5318,144,,2016-03-24,f,t
1966,5118,171,2013-05-22,,f,t
2060,5878,174,2013-10-26,,f,t
2009,5438,175,2013-08-14,,f,t
2019,5069,111,2013-06-05,,f,t
2040,4917,177,,,f,t
2041,4924,177,,,f,t
2042,3858,177,,,f,t
2043,4925,177,,,f,t
2044,1799,177,,,f,t
1931,151,89,2013-10-03,2016-07-26,f,t
2024,367,176,2013-10-02,,f,t
2027,1104,176,2013-05-28,,f,t
2028,1377,176,,,f,t
2030,1786,176,,,f,t
2031,5813,176,,,f,t
2058,5332,100,2013-10-13,,f,t
2056,3745,100,2013-08-24,,f,t
2057,5097,100,,,f,t
2063,5884,100,2013-10-04,,f,t
1958,4779,39,2013-10-14,,f,t
1991,496,39,2013-11-14,,f,t
1970,816,171,2013-09-11,2016-09-18,f,t
2066,1649,19,2013-12-01,2016-12-23,f,t
2007,560,175,,,f,t
2001,5747,174,,,f,t
2067,161,154,2013-12-03,2017-02-02,f,t
2002,5579,174,,,f,t
2003,5868,174,2013-09-16,,f,t
2061,5879,174,,,f,t
2006,921,175,,,f,t
2008,1016,175,2013-01-29,,f,t
2010,4736,175,2013-08-14,,f,t
1977,4079,173,2012-06-15,,f,t
1978,5024,173,2013-07-01,,f,t
1982,5286,173,2013-04-20,,f,t
1983,4276,173,2013-09-29,,f,t
1984,4371,173,2013-09-06,,f,t
1976,1058,111,2013-11-01,2017-05-05,f,t
1851,4077,156,2013-08-23,2013-11-01,f,t
2125,1659,22,2013-12-19,2014-04-11,f,t
2020,4848,45,2013-09-17,,f,t
2026,5087,176,2013-10-02,2015-06-29,f,t
38,49,3,,2013-12-13,f,t
2077,49,14,2013-12-13,,t,t
2078,110,14,2013-12-13,,t,t
2069,467,178,2013-04-01,2013-11-01,f,t
2071,413,178,2012-11-17,2013-09-01,f,t
64,37,7,,2013-12-14,f,t
2091,6036,179,,,t,t
2092,5106,179,,,t,t
2094,3004,179,,,t,t
2097,1930,179,,,t,t
2099,6049,180,,,t,t
2101,2452,180,,,t,t
2108,5754,181,,2013-12-09,f,t
2110,1885,182,2012-07-02,,t,t
2111,2082,182,2012-07-02,,t,t
2113,4091,182,,,t,t
2115,844,182,,,t,t
2124,6083,179,,,t,t
1883,4497,165,2013-06-03,,f,t
2126,568,22,2013-12-20,,t,f
130,137,13,,2013-12-20,f,t
186,64,20,2012-11-17,2013-12-31,f,t
187,222,20,,2013-12-31,f,t
91,1690,10,,2013-12-23,f,t
22,156,2,2011-08-23,,f,t
2149,2102,184,2013-09-04,2013-11-25,f,t
2150,4392,184,,2013-10-13,f,t
2151,2091,184,,2013-11-06,f,t
2152,558,184,2013-05-12,,f,t
2068,5309,162,2013-10-13,2013-12-06,f,t
43,44,4,2011-07-18,2013-12-25,f,t
44,1507,4,,2013-12-25,f,t
45,1,4,2011-07-18,2013-12-25,f,t
46,67,4,2011-07-18,2013-12-25,f,t
48,68,4,,2013-12-25,f,t
2155,5945,41,2013-12-01,,t,t
2158,5743,179,,,t,t
2135,4355,184,2013-06-10,2014-02-06,f,t
2047,5337,136,,2014-02-17,f,t
2144,3979,184,2013-07-08,2013-12-26,f,t
2140,5203,184,2013-11-18,2014-03-01,f,t
2137,5176,184,,2014-02-16,f,t
2146,5880,184,,2014-02-13,f,t
2133,5143,184,2013-10-25,2014-02-07,f,t
2141,3954,184,2013-12-09,2014-03-17,f,t
2147,3942,184,,2014-03-17,f,t
2139,5007,184,2013-08-16,2014-03-17,f,t
2132,203,184,2013-12-25,2014-03-17,f,t
2130,43,184,2013-12-25,2014-03-17,f,t
2074,312,156,2013-12-06,2014-01-19,f,t
2076,396,156,2013-12-06,2014-03-12,f,t
2065,5529,169,2013-10-26,2014-02-21,f,t
981,413,108,2011-01-16,2012-04-01,f,t
2114,5262,182,,2013-12-25,f,t
2083,2213,167,,,f,t
2073,1499,27,2013-08-02,2014-06-06,f,t
2119,451,172,2013-11-16,2014-06-15,f,t
2080,177,2,2013-12-14,2014-07-23,f,t
2089,1530,2,2013-11-04,2014-04-10,f,t
2127,458,3,2013-12-23,2014-08-04,f,t
2129,481,3,2013-12-23,2014-08-05,f,t
2052,4331,165,2013-11-03,,f,t
2053,4388,165,2013-08-30,,f,t
2095,6045,179,,,f,t
2023,1384,176,,,f,t
2025,5064,176,2013-07-10,2014-01-22,f,t
2079,45,12,2013-12-13,2014-09-25,f,t
2022,1816,45,2013-11-05,,f,t
2100,6052,180,,2014-10-10,f,t
2102,5590,180,,2014-10-10,f,t
2159,1652,27,2014-01-02,2014-10-17,f,t
2128,2004,3,2013-12-23,2014-11-17,f,t
2098,1467,180,,,f,t
2075,172,27,2013-11-29,2014-12-01,f,t
954,783,104,,2014-01-01,f,t
955,1721,104,,2014-01-01,f,t
957,1730,104,,2014-01-01,f,t
2309,143,3,2014-02-20,2014-05-29,f,t
2315,6960,58,2014-02-26,,f,t
2190,2482,105,,,f,t
2186,6344,105,2013-10-23,,f,t
2172,6201,179,,,t,t
3487,3425,144,,,f,t
3488,4019,144,,2013-08-15,f,t
3489,7674,144,,,f,t
2236,4661,154,2012-12-27,2014-08-01,f,t
2181,6294,38,2013-08-31,2013-11-09,f,t
2182,6294,172,2013-08-19,2013-08-31,f,t
2175,5262,181,2013-12-25,2014-12-27,f,t
2188,2479,105,,,f,f
2189,2331,105,,,f,f
2253,395,24,2014-01-25,2015-01-05,f,t
2254,360,24,2014-01-25,2015-01-05,f,t
2194,6380,179,,,t,t
2195,6116,179,,,t,t
2196,6384,179,,,t,t
2197,6205,179,,,t,t
2299,4049,24,2014-01-30,2015-01-05,f,t
2173,4187,179,,,f,t
2200,6109,179,,,f,t
2201,6374,179,,,t,t
2202,6361,186,,,f,t
2203,4594,186,,,f,t
2204,6386,186,,,f,t
2205,4610,186,,,f,t
2206,4595,186,,,f,t
2168,6278,142,2013-09-23,,f,t
3597,7549,256,2015-01-30,,t,t
2213,1518,180,,,t,t
3602,9506,253,,,f,t
3603,6356,9,,,f,t
2220,6045,182,,,f,t
2221,6092,182,,,t,t
190,493,21,2012-11-20,2013-07-25,f,f
194,445,21,2012-11-20,2013-02-04,f,t
2265,1663,58,2014-01-28,2015-02-23,f,t
2242,163,28,2014-01-22,2015-06-10,f,t
2171,6194,142,,2013-12-09,f,t
2224,6390,182,,,t,t
2303,5568,45,2013-07-06,2014-03-17,f,t
629,345,89,,,f,t
2123,4407,27,2012-09-01,,f,t
3601,3,10,2015-02-11,2016-01-27,f,t
2156,5114,41,2013-12-01,2016-02-22,f,t
2157,582,58,2014-01-01,,f,t
2120,5627,172,2013-12-18,2015-01-28,f,t
3600,3501,181,2015-02-08,2016-04-03,f,t
2104,4120,181,,2016-06-10,f,t
2109,1894,138,2015-07-10,2016-06-17,f,t
2184,4453,111,,,f,t
2185,5182,111,,,f,t
2036,342,176,,,f,t
2093,6041,181,2014-03-02,2016-07-01,f,t
2187,6345,105,,,f,t
2117,5093,183,2013-10-23,,f,t
3598,8365,256,,,t,f
2226,3411,89,,,f,t
2209,4173,149,,,f,t
2081,188,167,2013-09-29,,f,t
2082,735,167,,,f,t
2084,5486,167,,,f,t
3599,8422,256,,,t,f
2116,5445,183,2013-10-23,2017-08-08,f,t
2103,5976,180,,2017-10-05,f,t
2112,4740,182,,,f,t
2161,6276,185,,,f,t
2162,6279,185,,,f,t
2165,1883,185,,,f,t
2166,4619,185,,,f,t
2167,5754,185,,,f,t
2174,5744,179,,2018-04-25,f,t
2039,1789,21,2012-11-20,2015-01-27,f,t
2228,6484,63,,,f,t
2293,4497,189,2014-01-15,,f,t
2232,888,3,,,f,t
2235,6149,180,,,t,t
2256,4049,68,2013-04-02,2013-04-29,f,t
2257,4049,152,2013-04-29,2013-07-28,f,t
2258,4049,111,2013-07-28,2014-01-24,f,t
2266,2210,40,2012-12-04,2013-11-30,f,f
2267,5063,40,2013-03-13,2013-07-22,f,f
2248,2220,187,2013-10-21,2014-01-31,f,t
2246,2264,187,2013-11-19,2014-01-31,f,t
2271,2218,38,2014-01-31,,t,t
1925,117,17,2013-10-01,2014-02-02,f,t
2285,6946,104,,,f,t
2284,6945,41,,,f,t
2286,6949,82,,,f,t
2292,6966,38,2013-05-07,,t,t
1809,5098,161,,2013-09-17,f,t
2307,1871,2,2013-12-30,,t,f
2312,58,18,2014-02-21,,t,t
2287,5127,135,2013-12-16,2014-02-18,f,f
2313,1813,18,2014-02-21,,t,t
1474,877,136,,2014-02-17,f,t
1475,1147,136,,2014-02-17,f,t
1477,369,136,2012-05-01,2014-02-17,f,t
1478,1134,136,,2014-02-17,f,t
1479,1171,136,,2014-02-17,f,t
2048,5385,136,,2014-02-17,f,t
2049,559,136,,2014-02-17,f,t
2251,1008,187,,2014-02-18,f,t
2199,6299,184,,2014-03-17,f,t
2296,856,189,2014-01-29,2014-04-11,f,t
2177,5754,138,2013-12-09,,f,t
2282,4491,39,2013-10-19,2014-08-18,f,t
2169,6277,142,,2014-03-08,f,t
2218,6087,169,,2014-02-21,f,t
2180,6294,57,2013-11-09,2014-02-23,f,t
2275,2290,57,2014-07-19,2014-05-23,f,t
2225,215,45,2014-01-10,2014-05-23,f,t
2107,1883,181,2013-05-21,2013-12-20,f,t
2207,6062,181,2013-08-29,2013-10-23,f,t
2278,152,188,2013-06-05,2014-06-02,f,t
2183,6331,156,,2014-02-02,f,f
2210,5751,180,,2013-11-14,f,t
2208,6054,142,,2013-09-02,f,t
2219,6122,169,2013-07-05,2014-02-21,f,t
2212,6150,180,,,f,t
2288,5111,135,2013-12-16,2014-07-04,f,t
2244,2102,187,2013-11-24,2014-05-03,f,t
2245,1679,187,2013-11-24,2014-05-03,f,t
2289,4443,135,2013-12-16,2014-08-08,f,t
2261,44,9,2014-01-27,2014-09-01,f,t
2192,6350,3,2014-09-15,,f,t
2306,4728,45,2013-09-17,,f,t
2211,6037,180,,2014-10-10,f,t
2274,87,27,2014-01-31,2014-10-06,f,t
2193,5202,172,2014-01-08,2014-10-14,f,t
2233,4392,172,2014-01-16,2014-10-28,f,t
2273,4158,38,2014-01-31,2014-11-20,f,t
2255,725,24,2014-01-25,2014-08-21,f,t
2301,4557,24,2014-02-15,2014-08-31,f,t
2222,5201,21,2014-01-09,2014-11-21,f,f
2283,67,2,2014-02-13,2014-10-24,f,t
2243,5064,28,2014-01-22,2014-11-30,f,t
3490,4105,165,2013-11-11,2014-03-20,f,t
2463,196,111,2014-05-05,2014-07-20,f,t
3492,5101,223,2012-10-17,2013-01-21,f,t
3493,4151,135,2011-07-04,,f,t
3494,601,135,,,f,t
2118,5978,183,2013-10-23,2014-12-11,f,t
2436,7145,142,,,f,t
2425,7673,142,2013-10-24,,f,t
2340,4677,192,2013-01-13,2013-04-10,f,t
2341,4781,192,2013-05-13,2013-09-20,f,t
2342,4779,192,2013-08-04,2013-09-20,f,t
2437,2091,182,,,f,t
2467,4388,197,2014-05-07,2015-01-06,f,t
2355,7474,135,,,f,t
2356,7474,179,,,t,t
2170,6195,142,,2015-01-03,f,t
2396,6948,61,,2012-01-24,f,t
2357,1656,22,2014-03-09,2015-02-05,f,t
2366,593,184,2014-02-26,2014-03-09,f,t
2367,7167,184,,2014-02-13,f,t
2368,856,184,,2014-02-04,f,t
2372,7549,189,2014-01-02,2015-01-30,f,f
2388,5308,154,,,f,t
2138,4703,184,2013-04-27,2014-03-17,f,t
2148,5113,184,2013-11-05,2014-03-17,f,t
2131,1749,184,2013-12-25,2014-03-17,f,t
2136,4487,184,,2014-03-17,f,f
2281,2573,184,2014-02-06,2014-03-17,f,t
2145,5935,184,,2014-03-17,f,t
2134,3984,184,2013-04-28,2014-03-17,f,t
2364,2049,184,2013-12-26,2014-03-17,f,t
2142,2253,184,2013-12-07,2014-03-17,f,t
2154,1756,184,2013-12-28,2014-03-17,f,t
2365,6357,184,2013-12-23,2014-03-17,f,t
2399,190,14,2014-04-04,2015-02-03,f,t
2423,4355,189,2014-04-06,2015-06-17,f,t
2361,5847,166,2013-12-03,2015-03-19,f,t
3491,4,249,2014-12-21,2015-03-31,f,t
2268,882,39,2014-01-31,2015-09-16,f,t
2227,61,10,2014-01-13,2015-08-19,f,t
2310,259,3,2014-02-20,,f,f
2240,6599,171,2013-12-06,2014-10-01,f,t
2239,5065,168,2013-12-30,2015-05-05,f,t
2358,7505,192,,,f,t
2270,2264,38,2014-01-31,2015-12-08,f,t
2280,140,48,2014-02-05,2016-01-10,f,t
2375,1263,39,2014-03-07,2016-01-19,f,t
2279,15,188,2014-02-03,2016-02-01,f,t
2362,2494,156,2014-03-12,2015-06-26,f,t
2290,6919,58,,,f,t
2291,5844,58,,,f,t
2369,7524,172,2013-11-08,2015-01-28,f,t
2269,2220,38,2014-01-31,2016-03-03,f,t
2237,867,168,2013-12-28,2016-03-07,f,t
2294,6057,189,2014-01-15,,f,t
2297,6527,189,2014-01-26,,f,t
2321,27,190,2014-02-01,2016-05-09,f,t
3497,7660,249,2014-10-17,2016-05-16,f,t
2335,5624,192,2013-01-13,,f,t
2346,2455,192,,,f,t
2164,4593,138,2013-12-09,,f,t
2304,5098,45,2013-09-17,2016-07-24,f,t
2333,7371,176,,,f,t
2331,7370,100,,,f,t
2320,3585,39,2014-02-28,,f,t
2426,6788,142,2014-03-07,,f,t
2314,485,135,2014-02-24,2016-10-04,f,t
2308,68,11,2014-02-20,2016-10-18,f,t
2223,1733,1,,2016-11-21,f,f
2360,4501,166,2013-12-03,2017-01-01,f,t
2376,4521,21,2014-03-09,2017-02-04,f,t
2350,7391,193,,,f,t
2351,7388,193,,,f,t
2352,4412,193,,,f,t
2353,7389,193,,,f,t
2354,5511,193,,,f,t
3495,1806,118,,,f,t
3496,9115,118,,,f,t
2260,470,150,2014-01-25,,f,t
2160,6281,185,2013-09-21,,f,t
2163,5586,185,2013-06-28,,f,t
2178,4593,185,,,f,t
2216,6619,185,,,f,t
3498,1148,256,2014-12-31,2016-08-01,f,t
2295,1263,189,2013-12-01,2014-03-06,f,t
2332,7368,100,,,f,f
2471,118,167,2014-05-15,2014-08-29,f,t
2334,90,170,2014-03-05,2015-04-24,f,t
2400,4134,39,2013-10-19,2015-02-22,f,t
