id,name,shortname,scoreak,scorepl,founded,disbanded,active,homepage,lp_name,is_team,is_manual,meanrating
133,Imaginary Gaming,Imaginary,0,0,,2015-07-19,f,"",Imaginary Gaming,t,t,0.583324009218589
193,Pirates Without Ships,PwS,0,0,,,f,http://pws.si/,"",t,t,-10
98,Keyd Team,Keyd,0,0,,,f,"",Keyd Team,t,t,-10
273,Brave Heart,BHeart,0,0,2014-11-15,2016-06-28,f,"",RYE E-SPORTS,t,t,-10
325,N3rd Street Gamers,NSG,0,0,2016-10-12,,f,"","",t,t,-10
70,Power Gaming,Power,0,0,2009-09-20,,f,,,t,t,
334,Sloth E-Sports Club,Sloth,0,0,2017-01-06,2018-12-05,f,http://slothesportsclub.com/,Sloth_E-Sports_Club,t,t,-10
253,RedBloods,RBlood,0,0,2014-08-03,,f,http://redbloods.eu/,Redbloods,t,t,-10
364,Team Ancestral,Ancestral,0,0,,,f,"","",t,t,-10
363,Meliora Esports,Meliora,0,0,2017-12-16,,f,http://meliora.gg/,"",t,t,-10
222,eXtatus,eXt,0,0,,2012-08-23,f,"","",t,t,0
165,Core Gaming,Core,0,0,2013-08-03,2014-05-07,f,"",Core Gaming,t,t,-10
95,vVv Gaming,vVv,0,0,,2013-01-28,f,,,t,t,
255,Revolt,Revolt,0,0,2014-09-10,2015-01-12,f,"","",t,t,-10
323,Star Club,Star Club,0,0,2016-08-11,,f,"","",t,t,-10
2,Incredible Miracle,IM,0,0,2010-10-01,,f,http://www.imteam.co.kr/,Incredible Miracle,t,t,-10
214,Convergence Gaming,CVG,0,0,2011-08-14,,f,"",Convergence_Gaming,t,t,0
266,Team EnVyUs,EnVy,0,0,2015-02-13,,f,"","",t,t,-10
285,Team Heralds eSports,Heralds eSports,0,0,,,f,"","",t,t,-10
52,Dream Team Gaming,DTG,0,0,,,f,"",Dream Team Gaming,t,t,-10
345,Atheris eSports,Atheris,0,0,,,f,"","",t,t,-10
30,Team Empire,Empire,0,0,,2014-10-13,f,http://www.team-empire.org/,Team Empire,t,t,-10
279,440 Gaming,440,0,0,,,f,"","",t,t,-10
31,RoX.KIS,RoX.KIS,0,0,,,f,http://goodgame.ru/,RoX.KiS,t,t,-10
379,Alpha Red,Alpha,0.325316455696203,0,2018-02-01,,t,"","",t,t,-10
264,mCon esports,mCon,0.253924050632911,0,,,t,"",Mouse Control,t,t,-10
148,ENCE eSports,ENCE,0.905696202531645,0,2013-04-13,2014-02-20,t,http://www.ence.fi/,Ence_eSports,t,t,-10
349,Asterion ,Asterion,0.662278481012659,0,,,t,"","",t,t,-10
362,CYCLOPS Osaka,CYCLOPS,0,0,,,f,"","",t,t,-10
201,Duskbin,Duskbin,0,0,,,f,http://duskbin.com/,Duskbin,t,t,0
110,Mindfreak eSports,Mindfreak,0,0,2012-04-11,2012-11-06,f,,,t,t,
377,Rise Esports,Rise,0.307974683544304,0.0964705882352942,2018-03-01,,t,"",Rise Esports,t,t,0.0477651716337092
391,Dark Oath,Oath,0.323291139240507,0.186529411764706,,,t,"","",t,t,0.133288693289552
374,All-Inspiration,Allin,0.0721518987341773,0,,,t,"",All-Inspiration,t,t,-10
280,Next Gaming,Next,0.168860759493671,0,2014-05-15,,t,"","",t,t,-10
359,Exeed Esports,Exeed ,0.0262025316455696,0,2017-09-04,,t,"",Prophecy_esport,t,t,-10
150,Team Exile5,x5,0,0,,,t,http://www.team-exile5.org/J25/,Team Exile5,t,t,-10
21,against All authority,aAa,0.34493670886076,0,,,t,http://www.team-aaa.com/,against All authority,t,t,-10
385,Gottéron eSports,Gottéron,0,0,2018-06-01,,f,"","",t,t,-10
207,DuSt Gaming,DuSt,0,0,2012-02-21,2019-04-21,f,www.teamdust.net,DuSt Gaming,t,t,0.809593838884543
88,fOu,fOu,0,0,2010-10-01,2011-07-18,f,,,t,t,
162,Long Chen,LC,0,0,2013-07-05,2014-05-31,f,"",Long Chen,t,t,-10
277,Exist Gaming,Xist,0,0,2014-12-06,,f,"","",t,t,-10
81,Old Generations,oGs,0,0,2010-05-01,2012-05-15,f,,,t,t,
267,IsIMBA,IsIMBA,0,0,,2018-06-11,f,"",IsIMBA,t,t,-10
45,ESC Gaming,ESC,0,0,,,f,http://www.escgaming.de/,ESC Gaming,t,t,-10
274,Newbee,Newbee,0,0,,,f,"",Newbee,t,t,-10
24,ALTERNATE,aTn,0,0,,2015-04-30,f,http://www.team-alternate.de/?s=news,Team ALTERNATE,t,t,-10
37,It's Gosu,It's gosu,0,0,2011-06-15,2013-02-02,f,,,t,t,
289,EURONICS Gaming,ESG,0,0,2015-10-01,2018-02-09,f,https://euronics-gaming.de/,EURONICS_Gaming,t,t,-10
42,MJ Team,MJ,0,0,2012-07-03,2013-01-03,f,,,t,t,
35,Axiom,Axiom,0,0,,2015-10-15,f,http://www.axiomesports.com/,Axiom ,t,t,-10
40,Evil Geniuses,EG,0,0,,2017-01-01,f,http://myeg.net/,Evil Geniuses,t,t,-10
97,Alt-Tab.Gaming,Alt-Tab,0,0,,2012-11-16,f,,,t,t,
278,Imperative Gaming,iGx,0,0,2012-12-02,,f,"","",t,t,-10
281,Deadly Gaming,Deadly Gaming,0,0,,2016-10-05,f,"","",t,t,0.0908101009806592
151,Vici Gaming,Vici,0,0,2013-05-07,2014-03-04,f,http://t.qq.com/vg5200,Vici Gaming,t,t,-10
398,Panda Global,Panda,0.633291139240507,0,,,t,"","",t,t,-10
54,Absolute Legends,AL,0,0,,2013-05-31,f,http://www.absolutelegends.net/,Absolute Legends,t,t,
102,Xeria Gaming,Xeria,0,0,,2013-08-19,f,"",Xeria Gaming,t,t,
116,Catastrophic Cruel Memory,CCM,0,0,2011-05-23,2011-08-02,f,"","",t,t,
209,Vox Eminor,Vox,0,0,2014-06-15,,f,"","",t,t,-10
219,Integrity Gaming,"",0,0,2013-06-25,2015-03-09,f,"",Integrity Gaming,t,f,-10
178,AgFox,AgFox,0,0,,,f,http://teamagfox.com/,AgFox,t,t,-10
265,Trig Esports,Trig,0,0,2015-02-11,,f,"","",t,t,-10
239,e-Star,eStar,0,0,2013-12-10,,f,"",E-Star,t,t,-10
55,Infinity Seven,iS,0,0,,2013-11-14,f,"",Infinity Seven,t,t,-10
140,Copenhagen Wolves,Wolves,0,0,2012-01-19,,f,http://copenhagenwolves.dk/,Copenhagen Wolves,t,t,-10
212,Immortal Fire Gaming,iF,0,0,2014-06-22,2014-07-14,f,"",IF Gaming,t,t,-10
130,Anexis eSports,Anexis,0,0,2013-01-29,,f,http://www.anexis.de/,Anexis eSports e.V.,t,t,-10
296,Pro eXcel Gaming,proXG,0,0,,,f,"","",t,t,-10
238,Giants Gaming,GIANTS!,0,0,,2014-06-03,f,"","",t,t,0
369,Team Blacer,Blacer,0.785316455696202,0.639470588235295,2017-07-27,,t,"","",t,t,0.902619250784386
406,Alpha X,Alpha X,0.693544303797468,0.686117647058824,2018-12-26,,t,,Alpha_X_Esports,t,t,0.840310410187485
386,Wolfs Lair E-Sports,Wolven,0.268481012658228,0,2012-01-01,,t,https://www.wolfslairesports.com/,Wolf%27s_Lair_Gaming,t,t,-10
275,Team SCBoy,SCBoy,0.330632911392405,0,,,t,"",Team SCBoy,t,t,-10
16,Team SCV Life,TSL,0,0,,2013-01-03,f,,,t,t,
344,Looking For Team,LFT,0,0,2017-03-12,,f,"","",t,t,-10
147,Alliance,All,0,0,2013-04-12,,f,http://thealliance.gg/,The_Alliance,t,t,-10
118,eSrael,eSrael,0,0,2011-03-20,,f,http://e-srael.org/,eSrael,t,t,-10
34,Fnatic,Fnatic,0,0,,2015-04-03,f,http://www.fnatic.com/,Fnatic,t,t,-10
132,Awesome Gaming,Awesome,0,0,,2013-07-10,f,http://awesome-gaming.net/,Awesome Gaming,t,t,-10
235,Elevengaming,"",0,0,2010-11-01,2011-06-16,f,"",Elevengaming,t,t,0
99,WinFakt!,WinFakt!,0,0,2012-09-13,2012-11-12,f,,,t,t,
137,isurus Gaming,isurus,0,0,2011-06-21,,f,"",isurus Gaming,t,t,-10
397,Comrade Gaming,CRG,0,0,2018-08-03,2019-02-02,f,"","",t,t,0.421259949841295
236,Furious Gaming ,FG,0.0986075949367089,0,2012-03-04,,t,"",Furious Gaming,t,t,-10
365,Gamers Origin,GO,0.831012658227848,0,,,t,"","",t,t,-10
371,Talon Esports,Talon,0.306708860759494,0,2018-01-18,,t,http://talonesports.com/,"",t,t,-10
392,Gosu Crew,Gosu,0.861898734177215,0,,,t,"","",t,t,-10
403,Goliath Gaming,Goliath,0,0,2018-11-12,,t,https://www.goliathgaming.co.za/,"",t,t,-10
346,Orbital Colossus,ØC,0,0,,,t,http://www.colossus-orbis.com/,Orbital_Colossus,t,t,-10
248,Dead Pixels,dPix,0,0,,,t,"",Dead Pixels,t,t,-10
370,Dark Origin,Origin,0,0,2018-01-01,,t,http://darkorigin.pro/,Dark_Origin,t,t,-10
220,Flipsid3 Tactics,F3,0,0,2014-07-08,,f,"",Flipsid3 Tactics,t,t,-10
387,TVS Gaming,TVS,0,0,2018-06-26,2018-10-04,f,"",TVS_Gaming,t,t,-10
384,Topsports Gaming,Topsports,0,0,2018-05-31,,t,"",Topsports_Gaming,t,t,-10
330,Arma Team,Arma,0,0,2017-01-01,,t,"","",t,t,-10
332,Don't Go in There,DGiT,0,0,,2017-03-15,f,"","",t,t,-0.0137539990197577
361,GERA,GERA,0,0,2017-11-11,,f,"","",t,t,-10
216,Wild 4 Sports e.V,w4sp,0,0,2013-04-13,2013-08-14,f,"",W4sp,t,t,0
186,Team Auxillary,AuX,0,0,,,f,"","",t,t,0
79,CheckSix Gaming,CheckSix,0,0,2003-01-01,2012-08-14,f,,,t,t,
124,Air Force ACE,ACE,0,0,2012-05-17,,f,,,t,t,
306,Lux Gamers,"",0,0,2016-06-01,,f,"","",t,t,-10
74,Lazarus Gaming,Lazarus,0,0,,2011-05-10,f,,,t,t,
93,BLAST,BLAST,0,0,2010-06-20,2012-09-13,f,,,t,t,
65,ZeNEX,ZeNEX,0,0,2010-10-18,2012-07-13,f,,,t,t,
230,Exilits Legion,exL,0,0,2010-06-22,,f,"",Exilits Legion,t,t,0
312,MadCorps,MCp,0,0,,,f,http://www.madcorps.com/,MadCorps,t,t,-10
101,Fightline,Fightline,0,0,,,f,"",Fightline,t,t,-10
244,Prometheus Gaming,"",0,0,,,f,"","",t,t,0
170,CM Storm,CM Storm,0,0,,,f,http://www.cmstorm.com/en/esport/,"",t,t,-10
107,Phoenix,,0,0,2012-06-01,2012-12-27,f,,Phoenix (team),t,t,
304,Legion Of The Fallen,LOF,0,0,,,f,"","",t,t,-10
229,NCM Clan,NCM,0,0,,2012-10-01,f,"",NCM Clan,t,t,0
354,Endurance eSports,Endurance,0,0,2015-08-31,2015-10-22,f,"",BrawL eSports,t,t,0
103,Guild of Imbalance,GoI,0,0,2010-09-06,,f,http://imbalance.ru/,Guild of Imbalance,t,t,-10
157,Sgeht,Sgeht,0,0,,,f,http://sgeht.eu,Sgeht,t,t,-10
92,Rising Star,RS,0,0,2012-01-11,,f,,,t,t,
375,Psionic Aftermath,PsiX,0,0,,2018-12-26,f,"",Psionic Aftermath,t,t,0.6232695607286
335,Houkago Tea Team,HTT,0.464430379746836,0.291882352941177,,,t,"","",t,t,0.292935461110997
307,Team RevolutioN,Revo,0.59746835443038,0,2016-06-01,,t,http://revoesports.com/,Team_RevolutioN,t,t,-10
75,Virus Gaming,Virus,0,0,2005-02-28,2011-11-01,f,,,t,t,
41,Invictus Gaming,iG,0.724050632911393,0.710352941176471,2011-08-02,,t,http://www.igaming.com.cn/,Invictus Gaming,t,t,0.828397274616762
180,Ninth Legion,IXL,0,0,,,f,"","",t,t,-10
121,Team Clash,Clash,0,0,,2012-06-03,f,,,t,t,
86,GosuGamers,GG,0,0,2011-01-01,2011-12-02,f,,,t,t,
76,Sixjax Gaming,Sixjax,0,0,2011-03-31,2011-09-16,f,,,t,t,
225,Sgeht,"",0,0,2012-12-16,2013-07-27,f,"","",t,t,0
