NICKNAME,NAME,BIRTHDATE,MC_NUMBER,TLPD_ID,TLPD_DB,LIQUIPEDIA_PAGE,SC2E_ID,COUNTRY,RACE,PP_SCORE,FOREIGN_KEY1,FOREIGN_KEY2,FOREIGN_KEY3,ROMANIZED_NAME
2517,Crimson,Ben Macdonald,\N,2,\N,\N,,\N,NZ,Z,-1.5204998081674,221,222,6696642,
5308,Gemini,郭家毅,\N,2,\N,0,Gemini (Chinese player),\N,CN,P,-1.26009808576451,80,81,6699112,Guo Jiayi
5846,RusZerg,Илья Ляра,1994-11-29,2,\N,0,,\N,RU,Z,-1.52671548459156,166,167,6699525,Ilya Lyara
243,Minigun,Chad Richard Jones,1990-07-10,2,2276,2,Minigun,57,US,P,-0.836645777094461,127,128,6694660,\N
1704,Iris,변형태,1987-02-05,2,\N,\N,Iris,\N,KR,T,-0.745546996605745,50,51,6695971,Byun Hyung Tae
167,dde,이동연,\N,2,2071,2,dde,61,CA,T,-0.69280644951623,90,91,6694586,Lee Dong Yun
6991,olvy,김건영,\N,2,\N,0,\N,\N,KR,T,-1.52898944335866,136,137,6700492,Kim Kun Young
3700,Prabuty,Tomek Pyka,\N,2,4036,2,,\N,PL,P,-1.70979115773475,170,171,6697696,\N
2567,Pigbaby,양희수,1992-12-14,2,\N,\N,Pigbaby,\N,KR,P,-0.732605511170416,26,27,6696682,Yang Hee Soo
64,Sting,주훈,\N,2,3817,3,Sting,408,KR,T,-1.04452814971922,183,184,6694483,Joo Hoon
478,SocceR,윤덕만,1988-02-12,2,2681,3,,340,KR,P,-0.638397668683669,67,68,6694885,Yoon Deok Man
1488,ChRh,최인규,1981-09-15,2,226,1,\N,\N,KR,T,\N,25,26,6695794,Choi In Kyu
4279,KarateKyle,\N,\N,2,\N,\N,\N,\N,NO,P,-0.970900837993813,49,50,6698204,\N
5844,Fist,林以恆,1996-05-09,2,\N,0,\N,\N,TW,Z,-1.4905852303688,99,100,6699523,Lin Yiheng
4265,Tbeezy,Timothy Gandionco,\N,2,\N,\N,,\N,US,T,-1.15656368743745,90,91,6698193,\N
145,MacSed,胡翔,1988-10-04,2,2539,3,MacSed,347,CN,P,-1.27672562091601,230,231,6694564,Hu Xiang
2573,Neige,정정호,\N,2,\N,0,Neige,\N,KR,T,-1.64046968290984,179,180,6696688,Jung Jung Ho
1725,HRU,梁詠善,\N,2,2972,2,\N,\N,TW,P,-0.846520256492195,89,90,6695987,Liang Yongshan
4714,Prebs,Preben Johnsen,1994-11-14,2,\N,\N,,\N,NO,Z,-1.55798446791954,175,176,6698581,
2038,Junbo,심준보,\N,2,\N,0,\N,\N,KR,P,-1.74784099359512,170,171,6696261,Shim Jun Bo
9338,eGGz,Sebastián Latorre,\N,2,\N,0,,\N,CO,Z,-1.35732757852682,89,90,6702447,
9741,WakeUp,김한빈,\N,2,\N,0,\N,\N,KR,T,-1.15217372615744,36,37,6702820,\N
102,LoWeLy,Антон Плебановіч,1986-10-02,2,1225,2,LoWeLy,306,BY,Z,-0.631229596655461,96,97,6694521,Anton Plebanovich
315,Infi,王诩文,1989-09-14,2,3530,2,Infi,357,CN,T,-0.963745954544995,103,104,6694730,Wang Xuwen
4782,hidden,\N,\N,2,\N,\N,\N,\N,SE,Z,-0.986067960424833,28,29,6698643,\N
12673,RohYA,노상래,\N,2,\N,0,\N,\N,KR,T,-1.21367835931034,28,29,6705484,\N
5409,ShaDoWn,Thomas Labrousse,\N,2,\N,\N,,\N,FR,P,-1.26300648657886,58,59,6699168,
626,HoeJJa,고강민,1989-09-05,2,32,1,HoeJJa,\N,KR,Z,-0.965950510007729,70,71,6695026,Koh Kang Min
4145,Acou,김지황,\N,2,4758,4,Acou,\N,KR,P,-0.772801282193201,67,68,6698081,Kim Ji Hwang
5925,MouLou,Alexandre Delyon,\N,2,\N,0,\N,\N,FR,T,-1.20330410636328,48,49,6699589,\N
346,HappyZerG,Святослав Власюк,1990-04-12,2,1581,3,HappyZerG,\N,UA,Z,-1.42668833422377,181,182,6694761,Svyatoslav Vlasyuk
8484,Chaos,Jeremy Lalonde,\N,2,\N,0,\N,\N,CA,T,-1.4209067463263,115,116,6701735,\N
5092,Vivid,Vincent Ngo,\N,2,\N,0,,\N,AU,Z,-1.90351760787444,141,142,6698925,
2575,eMotion,이제현,1995-08-01,2,4772,4,EMotion,\N,KR,P,-1.07412863352167,165,166,6696690,Lee Jae Hyun
2169,zUP,Erlend Nygård,\N,2,4562,3,\N,\N,NO,Z,-1.77265504540284,205,206,6696375,\N
8885,HateMe,Moritz Pölzl,\N,2,\N,0,,\N,AT,Z,-1.23322860311413,28,29,6702036,
419,ho8ot,Андрей Михеев,\N,2,1898,2,,\N,RU,Z,-1.55848133860929,152,153,6694829,Andrey Mikheev
15156,Kaini,최성욱,\N,2,\N,0,\N,\N,KR,P,-1.5457291308635,71,72,6707638,Choi Sung Wook
314,PhoeNix,전영식,1990-11-08,2,1948,3,PhoeNix,141,KR,Z,-1.42512217242701,177,178,6694729,Jeon Young Sik
7928,Gannicus,Wouter Broddin,\N,2,\N,0,\N,\N,NL,T,-2.02758517857557,187,188,6701269,\N
1702,Great,차명환,1989-11-27,2,\N,\N,Great,\N,KR,T,-0.663782911217464,33,34,6695970,Cha Myung Hwan
5064,Lilbow,David Moschetto,1995-06-27,2,5982,4,Lilbow,\N,FR,P,-0.871653271020781,38,39,6698897,
473,MurDeR,Ben Cardwell,\N,2,1834,2,\N,\N,US,T,-0.786746807840222,61,62,6694880,\N
1000,Ares,서창덕,\N,2,4400,3,\N,\N,KR,P,-1.2114124607681,129,130,6695364,Seo Chang Deok
595,Caliber,Patrick Coury,1991-05-01,2,3568,2,Caliber,\N,US,P,-1.5697670316902,215,216,6694997,\N
1723,Courage,钱赞企,1988-08-24,2,4525,6,Courage,\N,CN,Z,-1.26480737678188,163,164,6695986,Qian Zanqi
6937,Guru,Szymon Nieciąg,1994-05-12,2,\N,0,,\N,PL,Z,-1.16047233967052,48,49,6700454,
741,JS,박준석,\N,2,3843,3,\N,\N,KR,P,-0.536999282773968,35,36,6695133,Park Joon Suk
1717,YoungJoo,김영주,1994-03-18,2,2034,1,Size,\N,KR,Z,-0.890631335474256,79,80,6695981,Kim Young Joo
2966,Bioice,Jackson Wroblewski,\N,2,2144,2,Bioice,\N,CA,Z,-1.23514204827511,203,204,6697031,
2061,J3TTY,Sankarsh Jetty,\N,2,\N,0,\N,\N,US,Z,\N,25,26,6696283,\N
1958,Gapris,강주영,\N,2,\N,0,\N,\N,KR,P,-0.73885526751491,55,56,6696183,Kang Joo Young
4657,soed,Mathias Strömberg,\N,2,\N,0,\N,\N,SE,Z,-0.93224552893963,26,27,6698532,\N
5499,PiLiPiLi,Павел Пилипенко,1996-05-11,2,\N,0,\N,\N,KZ,P,-1.14226958007134,58,59,6699251,Pavel Pilipenko
1681,sCar,정우성,\N,2,4697,3,\N,\N,KR,P,-1.59607296645528,171,172,6695950,Jung Woo Sung
361,ReSpOnSe,Jonathan Layman,\N,2,1723,2,,\N,US,P,-1.61315961307722,239,240,6694776,
9739,Fancy,이재현,\N,2,\N,0,\N,\N,KR,T,-1.03828658147618,27,28,6702818,\N
77,Brown,최민수,1991-09-25,2,2841,3,Brown,190,KR,P,-0.590026120828354,63,64,6694496,Choi Min Soo
2004,KassiA,,\N,2,\N,\N,,\N,KR,Z,-0.899265655488506,71,72,6696229,Kim Han Saem
182,ParanOid,Rafał Kontowicz,\N,2,1134,2,ParanOid,\N,PL,Z,-1.429890137211,182,183,6694600,\N
7821,MoonBeam,Niculici Ionut-Catalin,\N,2,\N,0,\N,\N,RO,P,-1.76684680709346,127,128,6701172,\N
590,GenjiTakiya,Romain Locquet,1994-11-17,2,3929,2,\N,\N,FR,P,-1.03701952638515,70,71,6694992,\N
9990,Seither,Sheldon Barrow,\N,2,\N,0,,\N,AU,T,-1.14587622009828,28,29,6703057,
348,Roll,Сергей Морозов,\N,2,2182,2,User:3D.Valon/Roll,\N,RU,P,-1.03084609816046,96,97,6694763,Sergey Morozov
984,Macheji,George Stercu,\N,2,\N,0,\N,\N,RO,P,-1.14791698640906,51,52,6695349,\N
2211,SSanaEE,김태균,\N,2,4814,1,SSanaEE,\N,KR,Z,-0.877631066570843,66,67,6696412,Kim Tae Kyun
332,MoMaN,Emmanuel Marquez,\N,2,1656,2,MoMaN,318,FR,Z,-1.47602823904441,183,184,6694747,\N
891,Zapo,Adrian Alberto de Flon Gasca,\N,2,4899,3,\N,522,MX,Z,-1.32698251713898,140,141,6695264,\N
12532,NarineLorD,\N,\N,2,\N,\N,\N,\N,FR,Z,-1.43094282512629,28,29,6705359,\N
2828,Pinder,Johnathon Pinder,\N,2,1730,3,\N,\N,AU,P,-0.66076052996405,57,58,6696904,\N
880,Snuffe,Jens Holmberg,1993-02-04,2,3254,2,\N,\N,SE,T,-1.31517178618352,159,160,6695253,\N
468,StrifeCro,Cong Shu,\N,2,2075,2,,38,US,Z,-0.777500157786002,49,50,6694875,\N
5749,Heartz,\N,\N,2,\N,\N,\N,\N,PH,P,-1.20335770691053,95,96,6699431,\N
189,BlinG,Samayan Kay,1991-11-07,2,2837,3,BlinG,227,UK,P,-0.841369143987591,136,137,6694607,
915,BabyToss,Jana Otahalova,\N,2,\N,\N,BabyToss,\N,CZ,P,-1.21158164215266,56,57,6695288,\N
712,devz,David Křivák,\N,2,4705,2,\N,\N,CZ,Z,-1.92921209710644,216,217,6695106,\N
1082,Retro,Javier Alonso,\N,2,3055,2,\N,\N,AR,P,-0.767933865503016,42,43,6695438,\N
4733,Remember,정찬우,\N,2,5782,4,\N,\N,KR,P,-1.52759892926573,181,182,6698596,Jung Chan Woo
8251,dom,\N,\N,2,\N,0,\N,\N,ES,T,-1.50502213214439,77,78,6701529,\N
1989,SensePeace,\N,\N,2,\N,\N,\N,\N,KR,T,-0.629530772913676,25,26,6696214,\N
10805,EonBlu,Yannis Klingele,\N,2,\N,\N,,\N,DE,Z,-1.84767871728898,103,104,6703811,
1699,Movie,진영화,1990-08-30,2,\N,\N,Movie,\N,KR,P,-0.687927428587933,34,35,6695967,Jin Young Hwa
1123,Freakdmg,Robert Olariu,\N,2,\N,0,\N,\N,RO,P,-0.98175684377445,27,28,6695472,\N
3202,MiniTsunami,Michael Taussig,\N,2,3095,2,\N,\N,US,Z,-0.561831823484317,32,33,6697250,\N
226,Aristeo,Антон Васильев,1988-10-10,2,1571,2,Aristeo,426,RU,Z,-0.821084641139793,90,91,6694644,Anton Vasiliev
500,LoCo,Michael Fuchs,\N,2,2302,3,\N,\N,DE,P,-1.73458822349392,230,231,6694907,\N
3411,Mekar,Alexander Jonsson,\N,2,3333,2,Mekar,\N,SE,P,-1.24540106633151,158,159,6697437,\N
6515,Rastaban,\N,\N,\N,\N,0,\N,\N,US,T,\N,25,26,6700091,\N
723,Quakie,Joel Lindberg,\N,2,2791,2,\N,\N,SE,Z,-0.916402735559982,96,97,6695116,\N
1810,Vium,Niels Vium,\N,2,\N,\N,,\N,DK,P,-1.14053693748282,74,75,6696055,\N
737,Lotze,전영수,1987-09-22,2,203,3,Nettie,\N,KR,P,-0.656196417031415,44,45,6695129,Jeon Young Soo
8130,Zycart,翟祎琛,\N,2,\N,0,Zycart,\N,CN,T,-1.59200896106361,74,75,6701441,Zhai Yichen
6330,Jason,Jason Papadimitrios,\N,2,\N,\N,,\N,CA,T,-1.42103679093023,168,169,6699935,
2044,Sorry,김지성,1995-08-10,2,\N,\N,hudadak,\N,KR,T,-0.854888904049763,65,66,6696266,Kim Ji Sung
1605,Pulsar,성주현,\N,2,\N,0,\N,\N,KR,T,-0.817283957009714,44,45,6695894,Sung Joo Hyun
1698,Chavi,\N,1988-01-13,2,\N,\N,Chavi,\N,KR,P,-0.710855174162016,33,34,6695966,Lee Jung Hyun
540,sync,변길섭,1984-01-10,2,23,1,\N,\N,KR,T,-0.310104355422499,25,26,6694944,Byun Gil Sup
5297,Relmer,Frederic Carpanedo,\N,2,\N,0,\N,\N,FR,P,-1.32430561017721,86,87,6699103,\N
293,Nazgul,Victor Goossens,1983-05-03,2,446,2,Nazgul,309,NL,P,\N,25,26,6694708,\N
5309,Clannad,龚勋,\N,2,\N,0,Clannad,\N,CN,Z,-1.45805333130826,151,152,6699113,Gong Xun
4753,Crumize,Cameron James,1994-09-28,2,\N,\N,,\N,AU,P,-1.03707227789757,45,46,6698615,\N
365,KingKong,유충희,1990-04-26,2,950,3,KingKong,548,KR,Z,0.171583684785927,86,89,6694780,Yoo Choong Hee
782,JoJo,胡裕強,1985-01-31,2,\N,0,,\N,TW,Z,-1.83721446460987,201,202,6695168,Hu Yuqiang
2037,Sharp,조기석,1992-06-15,2,\N,\N,,\N,KR,T,-0.619048332525392,31,32,6696260,Jo Ki Seok
532,Perfect,Michael Thompson,\N,2,2236,2,Perfect,322,US,P,-1.41411049967068,139,140,6694936,\N
5009,Hexia,김영언,\N,2,\N,0,\N,\N,KR,P,-0.935295433659976,53,54,6698849,Kim Young Eon
5041,NtO'KEH,\N,\N,2,\N,\N,\N,\N,KR,Z,-0.751368684639373,28,29,6698876,\N
165,JonnyREcco,Paul Whyte,1995-10-27,2,4249,3,JonnyREcco,481,UK,Z,-1.17111454909106,213,214,6694584,
1691,BarrackS,\N,1991-07-24,2,\N,\N,BarrackS,\N,KR,T,-0.866471608029528,38,39,6695959,Hwang Byung Yung
1792,JackO,Jacques Fuchs,1993-01-27,2,\N,0,,\N,LU,P,-1.60414688071506,161,162,6696040,
5803,Marsman,Vlad Popescu,\N,2,\N,\N,,\N,NL,P,-1.50684991612042,144,145,6699484,
4119,Spider,Jak Hobbs,\N,2,4939,2,\N,\N,AU,P,-0.791171810987763,65,66,6698061,\N
1705,Canata,고인규,1987-06-25,2,\N,\N,Canata,\N,KR,T,-0.606260106878065,30,31,6695972,Ko In Kyu
7366,ATo,강석진,\N,2,\N,0,\N,\N,KR,P,-0.77043385871556,38,39,6700770,Kang Suk Jin
4182,WaKa,Carlos Pérez Arenas,1994-07-25,2,5749,4,WaKa,\N,ES,Z,-1.43719273100421,149,150,6698114,\N
837,Pippi,박효종,1984-02-07,2,1962,3,BBi,\N,KR,P,-0.578313011818256,43,44,6695215,Park Hyo Jong
5003,Fury,이건길,\N,2,\N,0,\N,\N,KR,P,-0.925841281167448,48,49,6698844,Lee Kun Kil
461,Spanishiwa,Michael Yabut,\N,2,3066,2,Spanishiwa,308,US,Z,-0.938596180397038,85,86,6694868,
181,Bulldozer,서기수,1984-11-29,2,103,3,TricKsteR,\N,KR,P,-0.91532776365569,110,111,6694599,Seo Ki Soo
4465,BateToshko,Тодор Димов,1988-05-28,2,\N,0,\N,\N,BG,Z,-1.05580529839354,71,72,6698363,Todor Dimov
6977,김우정,\N,\N,2,\N,0,\N,\N,KR,T,-0.886078749698068,41,42,6700483,\N
593,Maker,Ricardo Flores,\N,2,2290,2,Maker,67,MX,T,-1.63059633565148,188,189,6694995,
6917,ghasT,Mikolaj Bastian,\N,2,\N,0,\N,\N,PL,T,-1.71533708053706,158,159,6700435,\N
498,SyDe,William Rochet,\N,2,3811,2,\N,\N,FR,Z,-0.937475669338149,59,60,6694905,\N
2000,JungMin,\N,\N,2,\N,\N,\N,\N,KR,P,-0.630361225708027,25,26,6696225,\N
12682,최성훈제자,장진성,\N,2,\N,0,\N,\N,KR,T,-1.21638445425809,36,37,6705492,\N
1701,Modesty,\N,1992-02-10,2,\N,\N,Modesty,\N,KR,Z,-0.744676305489564,33,34,6695969,Kim Hyun Woo
8136,Sakya,吕铁成,\N,2,\N,0,Sakya,\N,CN,Z,-1.68701626037378,110,111,6701443,Lyu Tiecheng
367,funkay,Wojciech Komincz,\N,2,1278,2,\N,\N,PL,T,-1.2068989558372,111,112,6694782,\N
6990,유제윤,\N,\N,2,\N,\N,\N,\N,KR,T,-0.871568531393555,54,55,6700491,\N
822,WiseEye,Eric Saive,\N,2,3538,2,,\N,NL,T,-0.95735465181271,49,50,6695203,\N
6058,Silky,Nick McNeese,\N,2,\N,0,\N,\N,US,Z,-1.21919586272543,123,124,6699701,\N
8437,Mercadia,Grant Yamulla,\N,2,\N,0,\N,\N,US,T,\N,25,26,6701690,\N
994,Cella,홍승표,1984-08-07,2,1851,3,Cella,\N,KR,Z,-1.09638518885108,92,93,6695358,Hong Seung Pyo
4521,DnS,Adrien Bouet,\N,2,\N,0,,\N,FR,P,-0.995694771329443,70,71,6698412,
4647,Suede,\N,\N,2,\N,\N,\N,\N,SE,Z,-1.14688442173552,71,72,6698522,\N
979,cArn,Souaib Hanaf,\N,2,3260,3,cArn,\N,FR,T,-1.27540000128667,84,85,6695344,\N
5910,Rose,李昌祐,\N,2,\N,0,,\N,TW,Z,-1.70638286813177,173,174,6699577,Li Changyu
298,JeaL,Diego Sapienza,1997-02-17,2,\N,\N,JeaL,450,IT,P,-1.16600009876731,125,126,6694713,
429,KenZy,Bruno Wafo-Tapa,1991-01-02,2,1187,2,KenZy,\N,FR,Z,-0.972701235031508,85,86,6694838,\N
432,Glon,Bryan Gemler,1995-04-28,2,3494,2,Glon,510,US,Z,-0.95526585088524,84,85,6694841,\N
4460,qbeN,Jakub Witek,\N,2,\N,0,\N,\N,PL,P,-1.71262638831672,179,180,6698358,\N
5592,Basior,Grzegorz Basista,\N,2,\N,0,,\N,PL,T,-1.10478967182432,52,53,6699328,
690,Humfluxx,Joakim Sjövall,\N,2,4706,2,\N,\N,SE,T,-1.84095523301945,187,188,6695086,\N
673,Spoon,Felix Petitzon,\N,2,2170,2,\N,\N,BE,P,-0.918805478831945,49,50,6695069,\N
9058,Logotherapy,\N,\N,2,\N,\N,\N,\N,KR,T,-1.00922409906742,26,27,6702187,\N
4768,Deizon,\N,\N,2,\N,\N,\N,\N,FI,P,-0.956915566022083,28,29,6698629,\N
493,FremAN,Antonin Nosenzo,\N,2,1794,2,FremAN,\N,FR,P,-1.37239974553534,137,138,6694900,\N
8884,Envy,\N,\N,2,\N,0,\N,\N,AZ,Z,-1.26500960550758,28,29,6702035,Pavel Osipov
1575,Baby,남현우,\N,2,\N,0,\N,\N,KR,Z,\N,25,26,6695872,Nam Hyun Woo
1816,Khyira,Jens Justesen,1988-05-13,2,\N,\N,User:DeStRe/Khyira,\N,DK,T,-1.53851454698725,146,147,6696061,
889,Ancestor,Mihai Traistaru,\N,2,\N,\N,,\N,RO,P,-2.01575334249092,191,192,6695262,
3067,Newsh,Jonathan Newsham,\N,2,2569,2,\N,\N,US,T,-0.753327003627947,43,44,6697126,\N
1996,IronMaiden,\N,\N,2,\N,\N,\N,\N,KR,T,-0.586687002992083,25,26,6696221,\N
12390,CrystalCloud,\N,\N,2,\N,\N,\N,\N,FR,T,-1.39247801855563,25,26,6705223,\N
6459,NoRegreT,Jake Umpleby,1996-03-25,2,\N,0,,\N,CA,Z,-1.28360760372222,162,163,6700044,
589,Laukyo,Laurent Chung,\N,2,2054,2,,\N,FR,T,-1.31608687033069,137,138,6694991,
215,Arthur,윤명혁,\N,2,3837,3,Arthur,\N,KR,P,-1.10880356704989,208,209,6694633,Yoon Myung Hyuk
5033,kiyoung,황기영,\N,2,\N,0,\N,\N,KR,T,-0.791207925320217,39,40,6698869,Hwang Ki Young
8872,DyyS,韩方明,\N,2,\N,0,\N,\N,CN,Z,-2.1241001221802,197,198,6702025,Han Fangming
12386,Nekoyuki,\N,\N,2,\N,\N,\N,\N,FR,Z,-1.69776964035374,53,54,6705219,\N
2864,Nuke,\N,\N,2,3721,3,\N,\N,NO,P,\N,25,26,6696939,\N
4761,icy,\N,\N,2,\N,\N,\N,\N,SE,Z,-1.21928618442626,51,52,6698622,\N
5114,Cloudy,高源,1994-04-20,2,\N,0,Cloudy,\N,CN,P,-1.40840910898818,93,94,6698944,Gao Yuan
5032,Splendid,장현,1995-08-22,2,\N,\N,,\N,KR,P,-1.05042274208193,53,54,6698868,Jang Hyun
85,Miya,전종범,1989-03-17,2,4265,7,Miya,520,KR,Z,-0.603531454759803,31,32,6694504,Jun Jong Bum
1832,hAnBin,\N,\N,2,\N,\N,,\N,KR,T,-0.866787243576585,81,82,6696075,Jo Han Bin
1978,Sora,김정훈,1994-02-14,2,\N,0,Sora,\N,KR,P,-0.813551056172385,55,56,6696203,Kim Jung Hoon
1135,jeysen,Jeremy Sene,\N,2,4803,2,,\N,FR,P,-1.59927936705369,182,183,6695483,\N
9750,Iselia,Guillaume Guy,\N,2,\N,0,,\N,FR,Z,-1.36627611760501,97,98,6702829,
358,iNcontroL,Geoff Robinson,1985-09-11,2,1139,3,iNcontroL,35,US,P,-1.79168450264402,234,235,6694773,\N
9849,Dolan,Paul Dolan,1998-07-24,2,\N,0,,\N,US,T,-1.43893292224849,151,152,6702924,
736,NalZa,공원욱,1987-09-26,2,2312,3,\N,\N,KR,P,-0.646768969863907,58,59,6695128,Kong Won Wook
326,ServaNT,Thomas Lankreijer,\N,2,2041,2,\N,\N,NL,T,-0.609089839276501,54,55,6694741,\N
704,MyWa,Glen Jul Hansen,\N,2,1612,2,\N,\N,DK,P,-0.915962732656889,56,57,6695098,\N
9369,NYK,Spencer Gaunt,\N,2,\N,0,\N,\N,CA,Z,-1.64309851068161,95,96,6702476,\N
78,monchi,Phillip Simon,\N,2,2796,2,Monchi,388,AT,P,-0.73795088143581,94,95,6694497,\N
1006,Protosito,Rafael Santiago,\N,2,\N,\N,\N,\N,ES,P,-1.35312872628084,84,85,6695369,\N
7351,ICEStuN,\N,\N,2,\N,0,\N,\N,KR,P,-0.804226834728421,37,38,6700758,\N
5034,Cube,최영완,\N,2,\N,0,\N,\N,KR,P,-0.742224619110937,28,29,6698870,Choi Young Hwan
289,Forsen,Sebastian Fors,\N,2,2176,2,\N,\N,SE,Z,-0.924176156578439,55,56,6694704,\N
1819,Xenocider,Libo Chang,1997-08-12,2,4356,3,Xenocider,\N,US,T,-1.06575016396026,190,191,6696064,\N
4653,njal,Sebastian Pers,\N,2,\N,0,\N,\N,SE,T,-1.09403457071002,42,43,6698528,\N
1739,Messiah,김제국,\N,2,4430,3,\N,\N,KR,Z,-0.871087334664324,53,54,6695998,Kim Jae Gook
416,NeOAnGeL,Grégory Ferte,\N,2,4076,2,NeOAnGeL,561,FR,P,-0.975988975834974,95,96,6694826,\N
638,DaBoO,Patrick Bolleboom,\N,2,1776,2,DaBoO,\N,NL,Z,-0.979282209653368,75,76,6695035,\N
804,JSL,이정수,1988-01-13,2,163,1,\N,266,KR,T,-0.317696086754437,25,26,6695187,Lee Jung Soo
692,Breathe,Maciej Leśniak,\N,2,3610,2,\N,\N,PL,Z,-1.08900961434103,80,81,6695088,\N
1220,ToTo,Thomas Leveel,\N,2,4569,2,,\N,FR,T,-1.03327316104099,50,51,6695561,\N
18151,贾思,\N,\N,2,\N,\N,\N,\N,CN,R,-1.61181865469517,28,29,6710509,\N
7982,Crow,Clément Dumont,\N,2,\N,0,\N,\N,FR,Z,-1.36350762593732,177,178,6701320,\N
4525,NeutronX,Clément Geysens,\N,2,\N,\N,\N,\N,FR,P,-1.20692661676192,54,55,6698416,\N
803,Sleeep,Turushan Aktay,\N,2,3021,2,\N,\N,TR,P,-1.67848474769257,164,165,6695186,\N
739,Horang2,이경민,1992-01-15,2,630,1,\N,\N,KR,T,-0.712235489672607,38,39,6695131,Lee Kyung Min
5318,Schnitzel,Corey Schnedl,\N,2,\N,0,,\N,US,T,-1.44910744164345,148,149,6699121,
170,KiWiKaKi,Jonathan Garneau,1989-04-06,2,1784,3,KiWiKaKi,55,CA,P,-1.00796872551545,164,165,6694589,\N
494,JJun,정혜준,1993-12-26,2,2101,3,\N,215,KR,T,-0.732456600576475,65,66,6694901,Jung Hye Joon
4939,grOPHeR,Federico Scala,\N,2,\N,0,\N,\N,IT,Z,-1.74348443273324,129,130,6698788,\N
1018,Najzmajs,Marcus Fogelström,1999-11-06,2,4599,2,,\N,SE,Z,-1.9752161169673,204,205,6695381,\N
68,Hurricane,남기웅,1995-11-18,2,3815,3,Tear,457,KR,P,-0.590584125256852,176,177,6694487,Nam Ki Woong
652,Hui,袁錦輝,1986-03-09,2,2964,2,Hui,352,TW,P,-1.29078739558151,139,140,6695049,Yuan Jin Hui
8038,Yours,Cameron Foster,\N,2,\N,0,,\N,AU,Z,-1.48396587844921,97,98,6701371,
535,Lau,Nathan Lau,1987-09-13,2,2174,2,Lau,228,UK,T,-0.729823682033973,110,111,6694939,\N
565,BsK,Jérémy Duez,\N,2,3405,2,BsK,\N,FR,Z,-1.67477466870832,201,202,6694968,
728,Niroxs,Marc Fehlmann,1996-03-30,2,4690,2,,\N,CH,Z,-1.52102672949827,174,175,6695120,
2040,HammEr,홍진표,1993-01-10,2,\N,0,Rudy,\N,KR,T,-0.844228348312749,58,59,6696263,Hong Jin Pyo
456,SaltTheWound,Bastian Brouwers,\N,2,3521,2,SaltTheWound,527,DE,Z,-1.12742694779522,107,108,6694864,
1952,SNUMATH,\N,\N,2,\N,\N,\N,\N,KR,Z,-0.620803113559213,25,26,6696178,\N
8000,Kirwa,Thibault Le Priol,\N,2,\N,0,\N,\N,FR,Z,-1.40403115135253,97,98,6701336,\N
1815,Sonder,Niels Schou-Andreasen,\N,2,4048,3,,\N,DK,Z,-1.03437701472206,60,61,6696060,\N
971,rANDY,Andrew Whittle,\N,2,1573,3,\N,\N,UK,P,-0.990628740345609,110,111,6695338,\N
17933,Replicant,\N,\N,2,\N,\N,\N,\N,KZ,T,-1.70187754162908,38,39,6710298,\N
305,Seala,Erik Ramquist,\N,2,2139,2,\N,\N,SE,Z,-0.660175895011983,54,55,6694720,\N
13719,Prince,최민우,\N,2,\N,0,\N,\N,KR,P,-1.35383747440923,64,65,6706450,Choi Min Woo
881,Pigeon,朱英杰,\N,2,6146,0,Pigeon,\N,CN,P,-1.05726869942604,75,76,6695254,Zhu Yingjie
18302,Yeri,\N,\N,2,\N,\N,\N,\N,KR,P,-1.58291353588549,28,29,6710656,\N
318,Sirius,최진솔,1992-08-08,2,1965,3,Sirius,370,KR,Z,-0.742960040444618,63,64,6694733,Choi Jin Sol
2047,BisAnG,윤지용,1993-10-27,2,\N,\N,BisAnG,\N,KR,P,-0.587562278233768,27,28,6696269,Yoon Ji Yong
179,LaLuSh,Faton Rekathati,1988-04-23,2,1609,2,LaLuSh,107,SE,Z,-0.94519697499871,113,114,6694597,\N
2034,Saga,임승원,\N,2,4662,3,\N,\N,KR,P,-0.82368046949602,44,45,6696257,Lim Seung Won
4074,Core,Joonas Kallio,\N,2,4837,2,\N,\N,FI,Z,-0.97659326080694,59,60,6698024,\N
542,desRow,Marc-Olivier Proulx,1989-09-16,2,2221,3,desRow,389,CA,P,-1.27887528745015,167,168,6694946,
470,Revenant,Marcus Tan Sin Yik,1992-05-27,2,2853,2,,506,SG,Z,-1.3473355560279,223,224,6694877,
571,Masq,Andrew Persaud,\N,2,1823,2,\N,\N,CA,T,-0.629420412998991,38,39,6694973,\N
5635,Shana,王雨伦,1997-07-08,2,6213,4,Shana,\N,CN,T,-1.34350813586284,148,149,6699369,Wang Yulun
7170,Crowbar,Jesse Mustonen,\N,2,\N,0,User:MediKing/Crowbar,\N,FI,Z,-1.6805871996081,135,136,6700646,
3754,Colagirl,竺励,1982-05-28,2,4105,2,,\N,CN,Z,-0.727188083782945,35,36,6697743,Zhu Li
5002,eins,\N,\N,2,\N,\N,,\N,KR,T,-1.04811232280455,56,57,6698843,Joo Jin Hyuk
1625,Eiki,Eik Johannes Nysted Grødem,\N,2,\N,\N,Eiki,\N,NO,P,-1.21196105879082,213,214,6695910,
4443,JayPower,Jay Boekstaaf,\N,2,\N,\N,,\N,NL,P,-1.14291305119059,63,64,6698345,
18300,Rumo,\N,\N,2,\N,\N,\N,\N,KR,T,-1.58012913444699,28,29,6710654,\N
